SN,YEAR,QTR,MONTH,PROJECT_CODE,PROJECT_NAME,ACCOUNT_NAME,PRACTICE_AREA,BU,BU_ TYPE,REGION_COUNTRY,ENTITY_INDIA_US,TOTAL_RESOURCES,TOTAL_REVENUE,TOTAL_DIRECT_COST,NET_MARGIN,EBIDTA
2757,2023-24,Q1,6/1/2023,SS400289,Software Services -Nasdaq - DGCX,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,0.00,0.00,0.22,-0.22,-0.22
2758,2023-24,Q1,6/1/2023,RP400006,RPA - Edelweiss Tokio -T&M,AQUT,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,1.09,0.95,0.13,0.13
2759,2023-24,Q1,6/1/2023,SS400299,Software Services - SGX -GIFT-NFT,TEMT,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.30,0.00,2.87,-2.87,-2.87
2760,2023-24,Q1,6/1/2023,SD999999,Sales - Digital,EKQX,Digital - SAM,Digital,Sales,IND,NSEIT-IND-SA,20.00,0.00,0.00,0.00,-69.41
2761,2023-24,Q1,6/1/2023,MD999999,Marketing - Digital,GRFP,Digital - SAM,Digital,Marketing,IND,NSEIT-IND-SA,10.07,0.00,0.00,0.00,-21.17
2762,2023-24,Q1,6/1/2023,DG999999,Digi-Support,ALSB,Digi-Support,Digital,Corporate,IND,NSEIT-IND-SA,21.30,0.00,0.00,0.00,
2763,2023-24,Q1,6/1/2023,SS400300-US,Software Testing -Adi-Worldlink -AWS-Financial Project - US,LGDI,Data & Analytics,Digital,Project,US (Addl),US (Addl),0.00,2.58,0.00,2.58,2.58
2764,2023-24,Q1,6/1/2023,AN400008-US,Analytics  -TE Connectivity ,QYKU,Data & Analytics,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,0.00,4.16,0.00,4.16,4.16
2765,2023-24,Q1,6/1/2023,SS400279-US,Software Services -Nasdaq -OCC - US,DKVV,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,21.23,0.00,21.23,21.23
2766,2023-24,Q1,6/1/2023,SS400319-US,Software Services - Nasdaq - BOFA,DKVV,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,7.95,0.00,7.95,7.95
2767,2023-24,Q1,6/1/2023,SS400335-US,Software Services - Nasdaq-NRTC Development Support,DKVV,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,24.58,0.00,24.58,24.58
2768,2023-24,Q1,6/1/2023,SS400161-US,Software Services-AVALON-T&M - US,UTHN,PSG-Non NSE,Digital,Project,US (Addl),US (Addl),0.00,1.10,0.00,1.10,1.10
2769,2023-24,Q1,6/1/2023,US Expense,US Expense,EKQX,Digital - SAM,Digital,Sales,US (Addl),US (Addl),0.00,0.00,0.00,0.00,-44.81
2770,2023-24,Q2,7/1/2023,SP100149,Software Products- Huda e-Auctions System,VOZX,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,6.13,11.14,4.83,6.31,6.31
2771,2023-24,Q2,7/1/2023,SP100150,Software Products- HSIDC-e-Auctions System,GFBV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,5.90,5.08,3.28,1.81,1.81
2772,2023-24,Q2,7/1/2023,SP300102,Software Products -NSE-Dataswitch Licence,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,13.71,9.03,4.68,4.68
2773,2023-24,Q2,7/1/2023,SS500102,Software Service - NSE - CTCL-CRM Support,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,10.00,10.00,7.61,2.39,2.39
2774,2023-24,Q2,7/1/2023,SS500103,Software Service - NSE XBRL -AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.00,3.17,1.93,1.24,1.24
2775,2023-24,Q2,7/1/2023,SS500104,Software Service-NSE-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.20,2.33,1.38,0.95,0.95
2776,2023-24,Q2,7/1/2023,SS500105,Software Service -NSE-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.75,0.83,-0.08,-0.08
2777,2023-24,Q2,7/1/2023,SS500106,Software Services -Tea Board E-Auction Solutions-M,ZWAD,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,28.92,0.00,28.92,28.92
2778,2023-24,Q2,7/1/2023,SS500107,Software Service - CCIL Nasdaq Market Surveillance System,RYMC,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,13.33,9.47,3.87,3.87
2779,2023-24,Q2,7/1/2023,SS500108,Software Products- NSE-Solace Agent for ITRS,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,7.22,7.03,0.19,0.19
2780,2023-24,Q2,7/1/2023,SS500109,Software Service -South Indian Bank -EnCollect App.AMC,VCYT,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,3.28,2.20,1.08,1.08
2781,2023-24,Q2,7/1/2023,SS500110,Software Products- Indian Bank -IBM middleware licenses AMC,NIML,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,7.18,0.00,7.18,7.18
2782,2023-24,Q2,7/1/2023,SS300034,Software Services -Tea Board E-Auction Solutions-Maintenance,ZWAD,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,11.60,0.00,7.93,-7.93,-7.93
2783,2023-24,Q2,7/1/2023,SS300290,Software Service -IRDA -IGMS -Portal Development,ATWW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
2784,2023-24,Q2,7/1/2023,SS300291,Software Service -IRDA -IGMS -AMC / Helpdesk Support,ATWW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,3.50,0.00,3.52,-3.52,-3.52
2785,2023-24,Q2,7/1/2023,SS300299,Software Service - NSE-Neaps AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,4.00,0.00,2.37,-2.37,-2.37
2786,2023-24,Q2,7/1/2023,SS300311,Software Service NESL-e-Auction Platform,UKBZ,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.30,0.00,0.30,0.30
2787,2023-24,Q2,7/1/2023,SS300323,Software Service -Indian Bank-Software Implementation,NIML,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,23.93,0.00,34.84,-34.84,-34.84
2788,2023-24,Q2,7/1/2023,SS300328,Software Service -NSE-XBRL - Misc,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,0.00,24.91,-24.91,-24.91
2789,2023-24,Q2,7/1/2023,SS300331,Software Services -Bharat Platform,LOKN,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,24.24,0.00,26.19,-26.19,-26.19
2790,2023-24,Q2,7/1/2023,SS400268,Software Services -Development -Coco Navi,EIXB,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,2.76,1.59,1.17,1.17
2791,2023-24,Q2,7/1/2023,SS400285,Software Service -IIBF CLMS,TEFN,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,5.00,5.74,4.66,1.08,1.08
2792,2023-24,Q2,7/1/2023,SS400287,Software Service -Contract Generation - Production Support,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,3.00,2.11,2.18,-0.07,-0.07
2793,2023-24,Q2,7/1/2023,SS400290,NSE- Solace -Enhanced Support,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,1.39,28.74,23.73,5.01,5.01
2794,2023-24,Q2,7/1/2023,SS400294,Software Service -NSE-IFSC-Website Dev & Mtns,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,5.58,9.23,4.72,4.51,4.51
2795,2023-24,Q2,7/1/2023,SS400306,Software Service -NSE-Website,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,30.15,54.21,38.71,15.51,15.51
2796,2023-24,Q2,7/1/2023,SS400307,Software Service HDFC Mutual fund,GYVI,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,1.85,1.34,0.51,0.51
2797,2023-24,Q2,7/1/2023,SS400308,Software Service -NSE-Data Scientist (Surveillance) ,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,6.55,4.00,2.55,2.55
2798,2023-24,Q2,7/1/2023,SS400309,Software Service - NeSL -App Support,DKFU,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
2799,2023-24,Q2,7/1/2023,SS400310,Software Service -CCIL-Onsite-T&M,RYMC,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,7.25,14.48,6.86,7.62,7.62
2800,2023-24,Q2,7/1/2023,SS400311,Software Service -NSDL-Qlik Development,TETW,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,2.00,3.81,2.00,1.81,1.81
2801,2023-24,Q2,7/1/2023,SS400312,Software Service -NSE-VGT Load Pumping,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,4.00,8.96,3.42,5.54,5.54
2802,2023-24,Q2,7/1/2023,SS400313,Software Service -IDFC T&M,XGLI,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,2.17,1.42,0.75,0.75
2803,2023-24,Q2,7/1/2023,SS400316,Software Service -Trafigura,LCVW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,22.94,68.28,30.79,37.49,37.49
2804,2023-24,Q2,7/1/2023,SS400317,Software Services - Nasdaq -Market Service Platform,DKVV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,4.62,4.37,0.25,0.25
2805,2023-24,Q2,7/1/2023,SS400318,Software Services - Nasdaq -Investor Relations,DKVV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,5.84,13.87,19.91,-6.04,-6.04
2806,2023-24,Q2,7/1/2023,SS400319,Software Services - Nasdaq - BOFA,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,4.00,12.69,3.42,9.27,9.27
2807,2023-24,Q2,7/1/2023,SS400320,Software Services - Nasdaq -Australian Exchange (ASX),DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
2808,2023-24,Q2,7/1/2023,SS400321,Software Services - Nasdaq -LMEC,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
2809,2023-24,Q2,7/1/2023,SS400322,Software Services-NSE (BKC)-New Batch ,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,104.19,82.40,43.27,39.13,39.13
2810,2023-24,Q2,7/1/2023,SS400323,Software Services-HDFC _Loan linked Insurance Onsite Support,GYVI,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,4.50,8.77,3.71,5.06,5.06
2811,2023-24,Q2,7/1/2023,SS400325,Software Services-NSE DWH PM Office,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,3.57,2.53,1.04,1.04
2812,2023-24,Q2,7/1/2023,SS300275,Software Service - Aujas - Palm Products,QZRU,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
2813,2023-24,Q2,7/1/2023,DM799999,Digital Delivery Management-App Modernisation,UWKL,App Modernisation,Digital,DM,IND,NSEIT-IND-SA,15.00,0.00,0.00,-64.54,-64.54
2814,2023-24,Q2,7/1/2023,DM899999,Digital Delivery Management-Data & Analytics,UWKL,Data & Analytics,Digital,DM,IND,NSEIT-IND-SA,3.00,0.00,0.00,-14.42,-14.42
2815,2023-24,Q2,7/1/2023,PA399999,Practice Bench - App Modernisation,EZOF,App Modernisation,Digital,Bench,IND,NSEIT-IND-SA,12.86,0.00,0.00,-34.78,-34.78
2816,2023-24,Q2,7/1/2023,PA699999,Practice Development  - App Modernisation,RHCC,App Modernisation,Digital,Practice,IND,NSEIT-IND-SA,6.50,0.00,0.00,-23.69,-23.69
2817,2023-24,Q2,7/1/2023,PB399999,Practice Bench -Business Transformation,EZOF,Business Transformation,Digital,Bench,IND,NSEIT-IND-SA,5.95,0.00,0.00,-6.49,-6.49
2818,2023-24,Q2,7/1/2023,PB699999,Practice Development - Business Transformation,RHCC,Business Transformation,Digital,Practice,IND,NSEIT-IND-SA,2.00,0.00,0.00,-6.25,-6.25
2819,2023-24,Q2,7/1/2023,PC699999,Practice Development  - Common,RHCC,Digi Common Practice,Digital,Practice,IND,NSEIT-IND-SA,0.00,0.00,0.00,-36.95,-60.72
2820,2023-24,Q2,7/1/2023,RP100001,RPA - NSE - Robotic Automation,PMB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,-0.14,0.14,0.14
2821,2023-24,Q2,7/1/2023,RP100004,RPA - TATA Aia - Automation,LFIY,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,-0.06,0.06,0.06
2822,2023-24,Q2,7/1/2023,RP100009,RPA - SBI Life-Automation Licence,LIB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,0.00,43.32,34.59,8.73,8.73
2823,2023-24,Q2,7/1/2023,RP300009,RPA - Automation (24 Process ) - NSE,PMB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,2.00,0.00,1.66,-1.66,-1.66
2824,2023-24,Q2,7/1/2023,RP300013,RPA - Automation -SBI Life,LIB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,9.20,6.51,5.52,0.99,0.99
2825,2023-24,Q2,7/1/2023,RP400001,RPA - NSE - Robotic Automation  T&M,PMB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,2.20,1.86,1.41,0.45,0.45
2826,2023-24,Q2,7/1/2023,RP400005,RPA - TATA Aia -T&M,LFIY,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,8.60,12.55,7.55,5.00,5.00
2827,2023-24,Q2,7/1/2023,RP400010,RPA -IDFC First Bank,XSZC,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,12.13,13.07,7.29,5.78,5.78
2828,2023-24,Q2,7/1/2023,RP400011,RPA - SBI Life -T&M,LIB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,5.00,2.21,2.07,0.13,0.13
2829,2023-24,Q2,7/1/2023,SP200002,Software Products - Back Office - Ensettle - Maintenance,CQVA,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,3.35,2.29,2.40,-0.11,-0.11
2830,2023-24,Q2,7/1/2023,SP200030,Software Products - Messaging Solutions - Maintenance,CQVA,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,3.15,7.00,2.98,4.02,4.02
2831,2023-24,Q2,7/1/2023,SS300262,Software Service - NSE- Document Management System,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.90,-0.90,-0.90
2832,2023-24,Q2,7/1/2023,SS300271,Software Service - NSE - PPMS,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
2833,2023-24,Q2,7/1/2023,SS300283,Software Services - NSE - Trading Simulator,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.40,1.75,1.87,-0.12,-0.12
2834,2023-24,Q2,7/1/2023,SS300287,Software Service Development -RBI- Spectra,FZWX,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,-0.46,0.46,0.46
2835,2023-24,Q2,7/1/2023,SS300305,Software Service -NSE-DMS-CSR Portal,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,1.46,-1.46,-1.46
2836,2023-24,Q2,7/1/2023,SS300332,Software Service-NSE-Volume Gen. Onsite Support,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,0.00,0.84,-0.84,-0.84
2837,2023-24,Q2,7/1/2023,AN300013,Analytics- SBI General -Support,LAFS,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,6.19,0.00,4.14,-4.14,-4.14
2838,2023-24,Q2,7/1/2023,AN400001,Analytics -Axis Bank T&M,OEBN,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,3.61,6.30,3.12,3.18,3.18
2839,2023-24,Q2,7/1/2023,AN400004,Analytics  -Kotak Life Insurance T&M,YFSE,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,1.69,0.59,1.10,1.10
2840,2023-24,Q2,7/1/2023,AN400008,Analytics  -TE Connectivity ,QYKU,Data & Analytics,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,1.00,2.53,1.37,1.16,1.16
2841,2023-24,Q2,7/1/2023,AN400009,Analytics  - Elasticsearch T&M Development,YCVQ,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,2.54,1.32,1.22,1.22
2842,2023-24,Q2,7/1/2023,AN400010,Analytics - HPE Support_T&M,GCJG,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,4.00,7.67,2.61,5.06,5.06
2843,2023-24,Q2,7/1/2023,AN400011,Analytics - M&G_ Support_T&M,XPQW,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,2.52,2.52,1.94,0.59,0.59
2844,2023-24,Q2,7/1/2023,AN400012,Analytics -CCIL_DA_SQL Dev T&M,RYMC,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,1.63,0.49,1.14,1.14
2845,2023-24,Q2,7/1/2023,AN400013,Analytics- SBI General -Support,LAFS,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,8.04,0.00,8.04,8.04
2846,2023-24,Q2,7/1/2023,PD399999,Practice Bench – Data & Analytics ,EZOF,Data & Analytics,Digital,Bench,IND,NSEIT-IND-SA,3.75,0.00,0.00,-7.38,-7.38
2847,2023-24,Q2,7/1/2023,PD699999,Practice Development -Data & Analytics,RHCC,Data & Analytics,Digital,Practice,IND,NSEIT-IND-SA,4.00,0.00,0.00,-13.40,-13.40
2848,2023-24,Q2,7/1/2023,SS300336,Software Service-HDFC Ergo-NM Claim application,DPBP,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.00,5.30,1.49,3.81,3.81
2849,2023-24,Q2,7/1/2023,SS300340,Software Services-YUGMA-Development,LDFV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.25,0.00,0.52,-0.52,-0.52
2850,2023-24,Q2,7/1/2023,SS400305,Software Service -NSE-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,3.58,8.33,3.31,5.03,5.03
2851,2023-24,Q2,7/1/2023,SS400300,Software Services-Adi WorldLink -AWS-Financial Project,LGDI,Data & Analytics,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,4.00,9.61,6.77,2.84,2.84
2852,2023-24,Q2,7/1/2023,DG499999,Software Common Bench,EZOF,Digi Bench,Digital,Bench,IND,NSEIT-IND-SA,1.00,0.00,0.00,-11.95,-11.95
2853,2023-24,Q2,7/1/2023,CC400037,Customer Care Services - NOW Support,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,-3.00,-2.47,-1.45,-1.02,-1.02
2854,2023-24,Q2,7/1/2023,CC400041,Customer Care Services - NOW -NSE-MSM,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,-94.12,-73.94,-46.93,-27.01,-27.01
2855,2023-24,Q2,7/1/2023,CC400042,Customer Care Services - NOW -NSCCL,ZCKY,IMS,Digital,Project,IND,NSEIT-IND-SA,-38.93,-34.46,-18.50,-15.96,-15.96
2856,2023-24,Q2,7/1/2023,CC400044,Customer Care Services - Regulatory Function  -NSE,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,-104.10,-72.18,-31.68,-40.50,-40.50
2857,2023-24,Q2,7/1/2023,SS300341,Software Services -CCIL -Website on Liferay,RYMC,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,16.15,23.54,16.86,6.68,6.68
2858,2023-24,Q2,7/1/2023,SS300342,Software Service-NSE DevOps_McKinsey Squad /Trading ADM ,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,4.10,0.00,1.75,-1.75,-1.75
2859,2023-24,Q2,7/1/2023,SS300343,Software Service-NSE IFSC -VGT Development,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.00,0.00,0.94,-0.94,-0.94
2860,2023-24,Q2,7/1/2023,SS300344,Software Service-Aujas Carrier_IAM_DevSecOps,QZRU,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,0.00,0.40,-0.40,-0.40
2861,2023-24,Q2,7/1/2023,IM300052,IMS - NSE - Stratus MMC Services,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,201.88,139.45,62.43,62.43
2862,2023-24,Q2,7/1/2023,IM300091,IMS- NSE- Co-Location Project,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,59.90,178.04,29.66,148.38,148.38
2863,2023-24,Q2,7/1/2023,IM300158,IMS - NSE - Stratus T&M,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,13.00,0.00,11.79,-11.79,-11.79
2864,2023-24,Q2,7/1/2023,IM300161,IMS - NSCCL - Stratus MMC Services,ZCKY,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,1.67,1.59,0.08,0.08
2865,2023-24,Q2,7/1/2023,IM300163,IMS-IRDA-IGMS - Infra & Hosting /DC/DR Services,ATWW,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.39,-0.39,-0.39
2866,2023-24,Q2,7/1/2023,IM300164,IMS -IRDA -IGMS -AMC / Helpdesk Support ,ATWW,IMS,Digital,Project,IND,NSEIT-IND-SA,1.50,0.00,1.51,-1.51,-1.51
2867,2023-24,Q2,7/1/2023,IM300168,IMS-Indian Bank -Infra & OS licenses,NIML,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.24,-0.24,-0.24
2868,2023-24,Q2,7/1/2023,IM300171,IMS-HSVPHSIIDCSTP,ZJMY,IMS,Digital,Project,IND,NSEIT-IND-SA,2.00,0.00,1.48,-1.48,-1.48
2869,2023-24,Q2,7/1/2023,IM300173,IMS -Tea-Board -Migration of Infra/Cloud service,ZWAD,IMS,Digital,Project,IND,NSEIT-IND-SA,3.43,0.00,2.45,-2.45,-2.45
2870,2023-24,Q2,7/1/2023,IM300174,IMS - CXIO - Business Support Cloud Service,QRMN,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,1.50,0.00,1.50,1.50
2871,2023-24,Q2,7/1/2023,IM300176,IMS-HDFC Mutual Fund -AWS Managed Service,YQUZ,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,10.00,8.00,2.00,2.00
2872,2023-24,Q2,7/1/2023,IM400212,IMS-NSE-BCP,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,85.15,113.02,62.09,50.93,50.93
2873,2023-24,Q2,7/1/2023,IM400215,IMS-NAFED -T&M,LTUH,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.27,-0.27,-0.27
2874,2023-24,Q2,7/1/2023,IM400216,IMS-NSE-Incident Manager,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,3.00,7.07,5.05,2.02,2.02
2875,2023-24,Q2,7/1/2023,IM400218,IMS-NSE-Project Management (PMO),PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,2.35,1.94,1.94,0.00,0.00
2876,2023-24,Q2,7/1/2023,IM400220,IMS-CloudEX-Support Services,QRMN,ISRC,Digital,Project,IND,NSEIT-IND-SA,8.43,0.84,3.89,-3.05,-3.05
2877,2023-24,Q2,7/1/2023,IM400221,IMS-MCX- T&M -IT operation,YRQD,IMS,Digital,Project,IND,NSEIT-IND-SA,4.00,16.79,4.73,12.06,12.06
2878,2023-24,Q2,7/1/2023,IM400222,IMS-HPE UIDAI_29 Platform,QOYC,IMS,Digital,Project,IND,NSEIT-IND-SA,3.00,4.66,1.66,3.00,3.00
2879,2023-24,Q2,7/1/2023,IM400223,IMS-NSE -Trading OFS Team,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,2.00,3.46,2.38,1.08,1.08
2880,2023-24,Q2,7/1/2023,IM400224,IMS-NSE_Infra & OA Support,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,3.00,7.53,3.84,3.69,3.69
2881,2023-24,Q2,7/1/2023,IM400225,IMS-NSE- BCP_Chennai,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,7.00,13.14,4.05,9.08,9.08
2882,2023-24,Q2,7/1/2023,IM400226,IMS - NSE - Stratus T&M,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,21.53,0.00,21.53,21.53
2883,2023-24,Q2,7/1/2023,IM400227,IMS-Indian Bank -Onsite Support,NIML,IMS,Digital,Project,IND,NSEIT-IND-SA,12.50,7.34,7.84,-0.50,-0.50
2884,2023-24,Q2,7/1/2023,IM500101,IMS-HSVPHSIIDCSTP,ZJMY,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,4.10,1.74,2.36,2.36
2885,2023-24,Q2,7/1/2023,IM500102,IMS -Tea-Board -Migration of Infra/Cloud service,ZWAD,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,29.73,12.49,17.24,17.24
2886,2023-24,Q2,7/1/2023,IM599999,Practice Bench – IMS,EZOF,IMS,Digital,Bench,IND,NSEIT-IND-SA,9.71,0.00,0.00,-9.78,-9.78
2887,2023-24,Q2,7/1/2023,IC300001,ICS -Aujas Carrier_IAM_DevSecOps ,QZRU,ICS,Digital,Project,IND,NSEIT-IND-SA,3.00,0.00,1.72,-1.72,-1.72
2888,2023-24,Q2,7/1/2023,IC400001,ICS - NSE (BKC) - New Batch,PMB,ICS,Digital,Project,IND,NSEIT-IND-SA,21.00,13.22,6.64,6.58,6.58
2889,2023-24,Q2,7/1/2023,IC400002,ICS - NSE BCP (Chennai)-New Batch,PMB,ICS,Digital,Project,IND,NSEIT-IND-SA,49.49,38.40,18.34,20.06,20.06
2890,2023-24,Q2,7/1/2023,IC400003,ICS - NSE Data Room,PMB,ICS,Digital,Project,IND,NSEIT-IND-SA,2.10,0.00,1.20,-1.20,-1.20
2891,2023-24,Q2,7/1/2023,IC400004,ICS - NSE Extranet Revamp,PMB,ICS,Digital,Project,IND,NSEIT-IND-SA,1.00,1.64,0.33,1.31,1.31
2892,2023-24,Q2,7/1/2023,IS300021,ISRC- Bank of India,AMUE,ISRC,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,1.76,-1.76,-1.76
2893,2023-24,Q2,7/1/2023,IS400003,ISRC - NSE,PMB,ISRC,Digital,Project,IND,NSEIT-IND-SA,0.00,19.84,18.77,1.07,1.07
2894,2023-24,Q2,7/1/2023,IS400011,ISRC -Aujas_Business Support Service,QZRU,ISRC,Digital,Project,IND,NSEIT-IND-SA,2.00,11.37,5.94,5.44,5.44
2895,2023-24,Q2,7/1/2023,PI699999,Practice Development – IMS,RHCC,IMS,Digital,Practice,IND,NSEIT-IND-SA,0.00,0.00,0.00,-3.86,-3.86
2896,2023-24,Q2,7/1/2023,SS300289,Software Service -IRDA -IGMS -Portal License,ATWW,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.33,-0.33,-0.33
2897,2023-24,Q2,7/1/2023,SS400224,Software Services - NSE Infotech Gift City -Support Service,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,46.94,89.53,45.48,44.05,44.05
2898,2023-24,Q2,7/1/2023,SS400250,Software Services - NSE -Trading Test Environment Management,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,15.00,20.13,10.81,9.32,9.32
2899,2023-24,Q2,7/1/2023,SS400283,Software Service - NSE-PSM & Epsilon,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,22.45,31.90,26.74,5.16,5.16
